04/12/07	08:20	12:30
04/12/07	14:00	17:40
05/12/07	08:30	12:30
05/12/07	12:50	17:55
06/12/07	09:00	12:20
06/12/07	14:00	18:00
07/12/07	09:30	12:30
07/12/07	13:30	17:45
11/12/07	09:10	12:40
11/12/07	13:00	18:10
12/12/07	08:00	12:30
12/12/07	13:10	18:15
13/12/07	09:00	12:20
13/12/07	13:40	18:00
14/12/07	08:40	12:40
14/12/07	13:10	18:00
17/12/07	13:30	17:15
18/12/07	09:00	12:40
18/12/07	13:00	17:00
18/12/07	21:30	22:30
19/12/07	09:00	11:40
19/12/07	11:55	13:40
19/12/07	14:00	17:30
20/12/07	09:20	12:30
20/12/07	13:30	18:00
21/12/07	09:20	13:50
21/12/07	14:05	17:30
07/01/08	08:45	12:10
07/01/08	12:50	18:10
08/01/08	08:10	12:40
08/01/08	13:00	18:10
09/01/08	08:50	12:30
09/01/08	14:00	18:10
10/01/08	08:20	13:00
10/01/08	13:45	15:35
11/01/08	09:25	12:15
11/01/08	13:45	16:40
14/01/08	09:15	13:15
14/01/08	14:00	18:50
15/01/08	08:40	12:55
15/01/08	13:50	17:45
16/01/08	09:10	18:30
17/01/08	09:00	12:15
17/01/08	13:50	18:30
18/01/08	09:30	14:15
18/01/08	14:25	18:05
21/01/08	09:15	13:00
21/01/08	13:20	18:30
22/01/08	09:20	13:10
22/01/08	13:30	17:20
23/01/08	08:45	12:15
23/01/08	12:45	17:50
24/01/08	08:45	12:15
24/01/08	13:45	17:50
25/01/08	08:50	12:30
25/01/08	13:30	18:15
29/01/08	08:20	14:00
29/01/08	14:10	17:40
30/01/08	08:30	12:30
30/01/08	13:30	18:15
31/01/08	09:15	13:45
31/01/08	14:20	18:45
01/02/08	08:55	12:15
01/02/08	13:45	17:30
04/02/08	08:45	12:30
04/02/08	13:40	18:30
05/02/08	08:50	12:50
05/02/08	14:20	17:30
06/02/08	09:00	12:30
06/02/08	13:20	18:00
07/02/08	08:00	12:30
07/02/08	14:20	18:00
08/02/08	09:00	13:00
08/02/08	13:15	18:00
11/02/08	08:00	13:45
11/02/08	14:20	18:20
12/02/08	08:00	10:35
12/02/08	13:45	19:40
13/02/08	09:20	12:30
13/02/08	13:00	18:15
14/02/08	09:15	12:05
14/02/08	14:00	18:20
15/02/08	08:30	13:10
15/02/08	13:50	16:55
18/02/08	09:00	12:30
18/02/08	13:00	18:00
19/02/08	08:50	13:10
19/02/08	13:40	17:00
20/02/08	08:30	13:20
20/02/08	13:40	18:10
21/02/08	09:10	12:20
21/02/08	14:10	18:10
22/02/08	09:25	13:55
22/02/08	14:20	18:00
17/03/08	09:00	12:40
17/03/08	13:40	17:40
18/03/08	08:40	13:00
18/03/08	13:10	17:25
19/03/08	08:55	13:40
19/03/08	13:50	17:15
20/03/08	09:00	13:40
20/03/08	14:00	18:45
25/03/08	09:00	13:30
25/03/08	13:40	18:10
25/03/08	18:30	20:00
26/03/08	09:00	13:40
26/03/08	14:00	17:00
27/03/08	09:20	12:20
27/03/08	14:00	18:00
28/03/08	09:00	13:15
28/03/08	13:35	18:00
31/03/08	08:30	12:30
31/03/08	13:35	18:00
01/04/08	07:20	12:00
01/04/08	14:45	18:20
02/04/08	09:15	13:10
02/04/08	13:25	17:40
03/04/08	09:15	13:30
03/04/08	13:50	18:00
04/04/08	09:00	12:00
04/04/08	13:40	18:00
07/04/08	08:30	12:50
07/04/08	13:05	18:40
08/04/08	07:00	12:20
08/04/08	15:00	18:30
09/04/08	09:00	12:25
09/04/08	13:00	17:30
10/04/08	08:35	18:20
11/04/08	08:40	12:30
11/04/08	13:30	17:50
12/04/08	20:00	22:00
13/04/08	20:00	22:00
14/04/08	08:45	12:50
14/04/08	13:30	18:00
15/04/08	07:45	12:00
15/04/08	13:30	18:30
16/04/08	08:35	13:30
16/04/08	13:45	18:30
17/04/08	08:20	12:00
17/04/08	13:30	17:40
18/04/08	08:30	17:45
20/04/08	18:30	20:00
21/04/08	08:30	12:30
22/04/08	09:05	13:30
22/04/08	14:00	18:40
23/04/08	08:00	12:00
23/04/08	13:40	17:50
24/04/08	08:40	18:00
25/04/08	08:40	13:30
25/04/08	13:45	18:10
28/04/08	09:15	14:00
28/04/08	14:15	17:20
29/04/08	09:20	12:30
29/04/08	13:55	18:25
30/04/08	08:50	13:30
30/04/08	14:00	18:15
01/05/08	08:00	12:00
01/05/08	14:50	18:20
02/05/08	08:35	13:30
02/05/08	13:45	17:50
05/05/08	08:00	13:50
05/05/08	14:00	17:30
06/05/08	08:30	12:45
06/05/08	14:00	18:00
07/05/08	08:45	13:20
07/05/08	14:20	18:10
08/05/08	09:00	13:30
08/05/08	13:45	16:40
09/05/08	08:50	12:45
09/05/08	13:45	17:50
12/05/08	09:15	13:30
12/05/08	13:45	18:00
13/05/08	08:45	13:35
13/05/08	14:45	18:00
14/05/08	09:10	13:00
14/05/08	13:20	15:20
14/05/08	16:20	18:00
15/05/08	08:30	13:15
15/05/08	14:00	16:30
16/05/08	09:00	13:45
16/05/08	14:00	17:50
19/05/08	08:50	13:45
19/05/08	14:00	18:55
20/05/08	09:00	13:00
20/05/08	13:45	16:45
20/05/08	17:45	18:10
21/05/08	09:00	13:40
21/05/08	14:00	18:00
22/05/08	09:30	13:15
22/05/08	13:40	17:35
23/05/08	09:20	12:30
23/05/08	13:30	17:25
26/05/08	08:50	13:50
26/05/08	14:00	19:20
27/05/08	08:30	12:05
27/05/08	12:20	18:00
28/05/08	08:40	13:30
28/05/08	13:50	18:10
29/05/08	08:30	13:00
29/05/08	14:00	16:30
30/05/08	08:40	13:45
30/05/08	14:00	17:00
02/06/08	08:50	13:35
02/06/08	14:00	18:20
03/06/08	09:00	12:30
03/06/08	13:00	17:10
04/06/08	08:45	14:40
04/06/08	15:00	17:45
05/06/08	08:30	12:00
05/06/08	14:40	18:00
06/06/08	09:00	13:45
06/06/08	14:00	17:15
10/06/08	09:15	13:00
10/06/08	13:05	17:40
11/06/08	09:00	12:20
11/06/08	14:00	17:30
12/06/08	09:10	12:15
12/06/08	13:45	18:25
13/06/08	09:00	12:20
13/06/08	13:00	17:30
16/06/08	09:20	12:10
16/06/08	13:00	14:10
16/06/08	14:50	18:10
17/06/08	09:00	12:50
17/06/08	14:00	17:30
18/06/08	09:00	13:00
18/06/08	14:00	18:00
19/06/08	08:05	10:50
19/06/08	13:35	17:50
20/06/08	09:05	12:30
20/06/08	13:30	17:15
23/06/08	09:20	12:30
23/06/08	13:10	18:00
24/06/08	09:20	12:40
24/06/08	13:00	17:25
24/06/08	18:10	18:35
25/06/08	08:10	12:30
25/06/08	13:15	18:50
26/06/08	08:50	13:00
26/06/08	13:20	18:15
27/06/08	09:00	12:00
27/06/08	14:00	17:20
30/06/08	08:30	12:30
30/06/08	13:00	17:00
01/07/08	08:40	12:15
01/07/08	12:35	18:10
02/07/08	08:50	12:45
02/07/08	13:05	18:20
10/07/08	15:00	16:15
29/07/08	09:00	13:40
04/08/08	08:30	12:15
04/08/08	13:15	17:10
05/08/08	08:55	12:45
05/08/08	13:15	17:45
06/08/08	08:45	13:00
06/08/08	13:20	17:20
07/08/08	08:50	13:10
07/08/08	14:00	17:30
08/08/08	08:50	12:50
08/08/08	14:00	17:30
12/08/08	09:00	12:50
12/08/08	13:50	18:20
13/08/08	09:00	12:30
13/08/08	13:00	18:25
14/08/08	09:00	13:00
14/08/08	13:30	18:00
15/08/08	09:00	13:00
15/08/08	13:20	17:40
18/08/08	09:30	13:00
18/08/08	13:20	17:50
19/08/08	09:15	13:00
19/08/08	13:10	17:50
20/08/08	09:15	13:00
20/08/08	13:40	18:05
21/08/08	09:15	13:00
21/08/08	13:25	16:55
22/08/08	09:00	13:00
22/08/08	13:20	17:10
25/08/08	09:15	13:00
25/08/08	13:20	17:40
26/08/08	08:30	12:30
26/08/08	13:30	17:50
27/08/08	09:00	13:15
27/08/08	13:50	17:50
28/08/08	09:00	13:00
28/08/08	13:30	17:50
29/08/08	09:10	13:35
29/08/08	14:05	17:35
01/09/08	09:00	13:30
01/09/08	13:50	17:45
02/09/08	09:00	13:15
02/09/08	13:35	17:55
03/09/08	09:15	13:15
03/09/08	13:25	17:35
04/09/08	09:05	13:30
04/09/08	14:00	18:15
05/09/08	09:00	13:15
05/09/08	13:30	17:35
08/09/08	08:50	13:30
08/09/08	13:50	17:40
09/09/08	08:50	13:10
09/09/08	13:30	17:15
10/09/08	08:50	12:15
10/09/08	13:40	18:10
11/09/08	08:20	13:00
11/09/08	13:20	16:30
12/09/08	08:40	13:40
12/09/08	14:00	17:35
15/09/08	09:00	13:00
15/09/08	13:20	16:45
16/09/08	08:35	13:00
16/09/08	13:20	16:55
17/09/08	08:45	13:20
17/09/08	13:45	17:00
18/09/08	08:35	13:00
18/09/08	13:30	16:40
19/09/08	08:50	13:30
19/09/08	14:00	17:40
22/09/08	08:40	13:30
22/09/08	13:45	17:15
23/09/08	08:45	13:40
23/09/08	14:00	16:50
24/09/08	08:45	12:15
24/09/08	13:50	17:25
25/09/08	07:55	12:40
25/09/08	13:05	17:00
26/09/08	08:45	12:00
26/09/08	14:20	17:05
29/09/08	09:00	12:30
29/09/08	12:45	17:00
30/09/08	09:00	13:30
30/09/08	13:45	17:15
01/10/08	08:40	13:00
01/10/08	14:00	16:40
02/10/08	08:35	12:15
02/10/08	13:45	17:15
07/10/08	10:40	13:10
07/10/08	13:20	17:25
08/10/08	09:15	12:40
08/10/08	12:45	17:40
09/10/08	08:40	13:00
09/10/08	13:30	17:50
10/10/08	08:30	12:30
10/10/08	14:00	17:00
13/10/08	08:30	12:30
13/10/08	14:20	17:30
14/10/08	08:30	12:30
14/10/08	13:10	17:30
15/10/08	08:10	12:25
15/10/08	13:45	17:30
16/10/08	07:50	17:00
17/10/08	08:40	12:30
17/10/08	13:25	17:10
20/10/08	09:00	13:00
20/10/08	13:45	17:20
21/10/08	09:00	13:20
21/10/08	13:40	17:15
22/10/08	09:10	12:45
22/10/08	14:45	17:40
23/10/08	08:00	13:00
23/10/08	13:25	17:40
24/10/08	08:30	14:05
24/10/08	14:15	15:50
27/10/08	09:05	13:00
27/10/08	13:30	17:15
28/10/08	08:45	13:30
28/10/08	13:45	17:10
29/10/08	09:05	13:00
29/10/08	14:30	17:30
30/10/08	08:45	12:30
30/10/08	13:30	17:15
31/10/08	08:40	12:10
31/10/08	13:40	16:00
03/11/08	08:30	12:30
03/11/08	13:00	17:25
05/11/08	07:50	13:00
05/11/08	13:20	17:20
06/11/08	09:20	12:00
06/11/08	13:30	17:40
07/11/08	09:00	13:00
07/11/08	13:20	17:15
10/11/08	09:15	13:45
10/11/08	13:55	17:15
11/11/08	09:00	13:45
11/11/08	14:00	17:30
12/11/08	08:00	13:00
12/11/08	13:20	16:05
13/11/08	09:00	12:30
13/11/08	13:30	17:35
14/11/08	09:15	12:15
14/11/08	13:30	17:00
17/11/08	09:00	13:00
17/11/08	13:15	17:45
18/11/08	09:00	13:00
18/11/08	13:20	17:50
19/11/08	09:00	14:15
19/11/08	14:20	18:05
20/11/08	09:00	12:50
20/11/08	13:00	18:30
21/11/08	09:05	12:10
21/11/08	13:30	17:25
24/11/08	08:30	12:30
24/11/08	13:00	17:00
25/11/08	09:10	13:20
25/11/08	13:40	17:50
26/11/08	08:00	13:00
26/11/08	13:20	18:00
27/11/08	07:15	12:30
27/11/08	13:30	15:20
28/11/08	09:20	12:45
28/11/08	13:45	17:20
01/12/08	08:20	12:05
01/12/08	12:45	14:25
02/12/08	07:10	13:20
02/12/08	13:40	16:20
03/12/08	07:50	12:15
03/12/08	13:40	16:20
04/12/08	08:30	12:25
04/12/08	13:40	17:00
05/12/08	08:45	13:45
05/12/08	14:15	17:35
08/12/08	07:20	13:50
08/12/08	14:10	16:20
09/12/08	08:25	13:45
09/12/08	14:00	17:45
10/12/08	08:10	13:30
10/12/08	13:50	17:00
11/12/08	08:25	13:45
11/12/08	14:00	17:00
12/12/08	08:30	13:45
12/12/08	14:15	17:30
15/12/08	08:30	12:45
15/12/08	13:20	18:15
16/12/08	07:25	13:30
16/12/08	14:00	16:30
17/12/08	09:15	11:45
17/12/08	12:15	17:35
18/12/08	09:00	12:20
18/12/08	13:50	16:45
19/12/08	09:00	12:45
19/12/08	14:00	17:40
22/12/08	08:50	13:30
22/12/08	14:00	17:40
23/12/08	09:00	12:55
23/12/08	13:45	18:00
24/12/08	08:40	13:00
24/12/08	14:10	16:00
05/01/09	08:30	14:15
05/01/09	14:30	17:20
06/01/09	08:50	12:45
06/01/09	13:25	18:05
07/01/09	09:00	13:30
07/01/09	14:10	17:30
08/01/09	09:00	13:40
08/01/09	14:10	17:20
09/01/09	09:00	12:40
09/01/09	13:50	17:30
12/01/09	08:15	12:45
12/01/09	13:45	17:25
13/01/09	09:10	13:25
13/01/09	14:25	17:05
14/01/09	09:20	13:10
14/01/09	13:40	17:25
15/01/09	08:30	12:30
15/01/09	13:00	18:00
27/01/09	09:30	13:00
27/01/09	13:20	17:55
28/01/09	09:50	13:00
28/01/09	13:30	17:20
29/01/09	08:40	13:45
29/01/09	14:55	16:45
30/01/09	09:00	14:45
30/01/09	15:15	16:20
02/02/09	09:10	13:40
02/02/09	14:00	17:15
03/02/09	08:50	14:00
03/02/09	14:20	17:35
04/02/09	09:05	13:00
04/02/09	13:45	18:00
05/02/09	08:30	13:00
05/02/09	13:30	17:30
06/02/09	08:30	13:00
06/02/09	13:30	17:30
09/02/09	09:15	13:15
09/02/09	13:40	18:15
10/02/09	09:00	13:45
10/02/09	14:30	17:35
11/02/09	09:00	12:00
11/02/09	13:00	17:15
12/02/09	09:00	12:00
12/02/09	13:00	18:00
13/02/09	09:10	13:00
13/02/09	14:00	17:40
16/02/09	09:00	12:30
16/02/09	13:00	18:20
17/02/09	09:00	13:15
17/02/09	14:00	18:00
18/02/09	09:10	13:00
18/02/09	13:30	17:30
19/02/09	08:45	13:00
19/02/09	13:20	18:15
20/02/09	09:10	13:00
20/02/09	13:20	16:40
24/02/09	08:40	13:00
24/02/09	13:20	17:40
25/02/09	08:45	13:20
25/02/09	13:45	18:00
26/02/09	09:00	14:00
26/02/09	14:10	17:40
27/02/09	08:45	13:00
27/02/09	13:30	16:45
03/03/09	08:00	12:30
03/03/09	12:55	18:10
04/03/09	07:50	13:00
04/03/09	13:20	19:10
05/03/09	07:40	12:45
05/03/09	13:30	16:45
06/03/09	07:20	13:00
06/03/09	13:30	16:45
06/03/09	21:00	22:30
07/03/09	20:00	23:30
08/03/09	20:00	21:00
09/03/09	13:00	16:00
09/03/09	20:30	22:15
10/03/09	08:20	13:30
10/03/09	13:50	17:40
11/03/09	08:45	12:30
11/03/09	13:30	18:10
12/03/09	08:30	13:20
12/03/09	13:40	18:00
12/03/09	22:30	23:15
13/03/09	09:10	14:30
13/03/09	14:50	16:30
17/03/09	08:30	13:30
17/03/09	13:50	17:45
18/03/09	09:10	16:45
19/03/09	09:10	13:30
19/03/09	13:50	18:00
20/03/09	09:15	12:25
20/03/09	13:00	17:00
23/03/09	19:15	21:15
24/03/09	09:00	13:30
24/03/09	13:45	17:30
25/03/09	09:30	13:30
25/03/09	14:00	16:40
26/03/09	08:30	13:30
26/03/09	14:00	18:00
27/03/09	08:45	13:00
27/03/09	13:20	17:00
27/03/09	19:00	21:00
30/03/09	20:00	21:00
31/03/09	08:30	13:00
31/03/09	13:20	18:00
01/04/09	08:55	13:30
01/04/09	14:15	17:45
03/04/09	08:45	13:30
03/04/09	13:50	17:50
07/04/09	09:00	13:30
07/04/09	14:00	18:00
08/04/09	08:30	13:30
08/04/09	14:00	18:05
09/04/09	10:00	14:00
09/04/09	14:20	18:30
14/04/09	08:50	14:10
14/04/09	14:35	17:55
15/04/09	08:30	13:15
15/04/09	13:45	18:10
16/04/09	09:30	13:10
16/04/09	14:00	18:45
17/04/09	09:30	13:00
17/04/09	13:30	17:15
21/04/09	08:30	13:00
21/04/09	13:30	18:10
22/04/09	08:30	13:00
22/04/09	13:45	18:30
23/04/09	09:40	13:00
23/04/09	13:20	18:20
23/04/09	21:30	22:30
24/04/09	09:30	17:20
28/04/09	08:30	13:00
28/04/09	13:15	17:05
29/04/09	09:00	13:00
29/04/09	13:20	18:10
30/04/09	09:30	13:00
30/04/09	13:15	18:10
01/05/09	09:30	13:00
01/05/09	13:20	17:20
05/05/09	08:35	13:00
05/05/09	13:20	18:45
06/05/09	06:00	07:15
06/05/09	08:20	12:15
06/05/09	13:45	17:20
07/05/09	09:30	13:00
07/05/09	13:20	18:20
08/05/09	05:00	07:30
08/05/09	09:30	14:00
08/05/09	14:20	17:20
12/05/09	06:00	07:00
12/05/09	08:00	13:30
12/05/09	13:50	18:20
13/05/09	08:25	13:15
13/05/09	14:00	16:45
14/05/09	09:00	13:00
14/05/09	13:20	18:10
15/05/09	09:30	13:50
15/05/09	14:10	18:30
19/05/09	08:25	13:00
19/05/09	13:30	21:10
20/05/09	06:15	07:30
20/05/09	08:40	12:50
20/05/09	13:40	18:05
21/05/09	08:25	13:15
21/05/09	13:35	17:50
22/05/09	09:00	12:15
22/05/09	13:25	18:00
23/05/09	06:45	07:00
25/05/09	08:30	13:10
25/05/09	13:30	18:10
26/05/09	08:30	13:00
26/05/09	13:30	18:10
28/05/09	09:30	13:00
28/05/09	13:30	17:15
29/05/09	09:30	13:00
29/05/09	13:30	16:30
